国,リーグ,所属クラブ,選手名,出身国,年齢,身長,体重,ポジション,詳細
ドイツ,ブンデスリーガ,フライブルク,堂安 律,日本,27,,,MF,右ウィンガー
ドイツ,ブンデスリーガ,マインツ,佐野 海舟,日本,24,,,MF,ミッドフィルダー
ドイツ,ブンデスリーガ,ボルシアMG,板倉 滉,日本,28,,,DF,センターバック
イングランド,プレミアリーグ,クリスタルパレス,鎌田 大地,日本,28,,,MF,ミッドフィルダー
ドイツ,ブンデスリーガ,ホッヘンハイム,町田 浩樹,日本,27,,,DF,センターバック
ドイツ,ブンデスリーガ,フライブルク,鈴木 唯人,日本,23,,,MF,右ウィンガー
ドイツ,ブンデスリーガ,マインツ,川﨑颯太,日本,23,,,MF,ミッドフィルダー
フランス,リーグ・アン,オセール,オナイウ 阿道,日本,29,,,FW,フォワード
スペイン,ラ・リーガ,マジョルカ,浅野 拓磨,日本,30,,,MF,右ウィンガー
ドイツ,ブンデスリーガ,ボルシアMG,福田 師王,日本,21,,,FW,フォワード
ドイツ,ブンデスリーガ,シュツットガルト,チェイス・アンリ,日本,21,,,DF,センターバック
イングランド,チャンピオンシップ,バーミンガム・シティ,古橋 亨梧,日本,30,,,FW,フォワード
ドイツ,ブンデスリーガ,ザンクトパウリ,藤田譲瑠チマ,日本,23,,,MF,ミッドフィルダー
ポルトガル,プリメイラリーガ,スポルティングCP,森田英正,日本,29,,,MF,ミッドフィルダー
オランダ,エールディビジ,フェイエノールト,上田綺世,日本,26,,,FW,フォワード
フランス,リーグ・アン,ル・アーヴル,瀬古歩,日本,25,,,DF,センターバック
ドイツ,ブンデスリーガ,ボルシアMG,町野修斗,日本,25,,,FW,フォワード
